CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,TELEFONO_2,TELEFONO_3,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
01-16-0046-46,01-625,GUATEMALA,VILLA CANALES,COLEGIO DE INFORMATICA AVANZADA COMPUCEIC,6A. CALLE 2-35 ZONA 1 BOCA DEL MONTE,24496307,NO DISPONIBLE,NO DISPONIBLE,BRYAN ONELL GAITAN RODRIGUEZ,IRIS MARIA GALVEZ CHACON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0053-46,01-217,GUATEMALA,VILLA CANALES,LICEO DEL MONTE,"3A. AVENIDA 2-28, ZONA 1, BOCA DEL MONTE",24489556,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,MARIA DEL ROSARIO RODRIGUEZ MUNOZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0092-46,01-625,GUATEMALA,VILLA CANALES,COLEGIO TECNOLOGICO CANALENO,1A. AVENIDA 2-99 ZONA 1,42170461,NO DISPONIBLE,NO DISPONIBLE,BRYAN ONELL GAITAN RODRIGUEZ,GENCIS YOHANA SOLIS ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0095-46,01-217,GUATEMALA,VILLA CANALES,LICEO ALVARADO,5A. CALLE 2-80 ZONA 1 ALDEA BOCA DEL MONTE,24427129,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,PAOLA CONCEPCION ALVARADO GARCIA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0099-46,01-405,GUATEMALA,VILLA CANALES,LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH,2A. CALLE 3-61 ZONA 1 BOCA DEL MONTE,24428459,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,NIDIA MARLENI GONZALEZ REYES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-0106-46,01-405,GUATEMALA,VILLA CANALES,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,1A. AVENIDA 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,WILMAN ANTONIO GALINDO LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-0108-46,01-217,GUATEMALA,VILLA CANALES,LICEO CENTROAMERICANO BOCA DEL MONTE,1A. CALLE 2-60 ZONA 1 ALDEA BOCA DEL MONTE,24480821,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,ALBERTO ANDRES MARTINEZ MUJ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0110-46,01-217,GUATEMALA,VILLA CANALES,LICEO MONTEGAL,4A. CALLE 3-30 ZONA 3 ALDEA BOCA DEL MONTE,24480675,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,EDDY MARIO SANTOS ALONZO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0114-46,01-405,GUATEMALA,VILLA CANALES,LICEO MONTEGAL,4A. CALLE 3-30 ZONA 3 ALDEA BOCA DEL MONTE,24480675,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,GLINDIS LIZZET RAMOS HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-0118-46,01-508,GUATEMALA,VILLA CANALES,COLEGIO BILINGUE INTERNACIONAL MANOS A LA OBRA,"4A. CALLE 6-22, SECTOR LOS MANZANILLOS, ZONA 3",66328839,NO DISPONIBLE,NO DISPONIBLE,MANUEL MARIA CANO CASTRO,NILSA CAROLINA HERNANDEZ MOLINA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0119-46,01-625,GUATEMALA,VILLA CANALES,LICEO DEL SUR,5A. CALLE 2-80 ZONA 1 ALDEA BOCA DEL MONTE,66272688,NO DISPONIBLE,NO DISPONIBLE,BRYAN ONELL GAITAN RODRIGUEZ,ILEANA GRISELDA ELIAS ALVARADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0130-46,01-217,GUATEMALA,VILLA CANALES,LICEO EN COMPUTACION MONTREAL,"5A. AVENIDA ""C"" 4-65 ZONA 2 ALDEA BOCA DEL MONTE",22352699,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,MARIA ANTOLINA TECUN RODRIGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0137-46,01-405,GUATEMALA,VILLA CANALES,COLEGIO MIXTO SANTA ELENA DEL SUR,6A. AVENIDA 3-29 ZONA 1 SANTA ELENA BARILLAS,66324319,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,JUAN FRANCISCO PINEDA ALFARO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-0138-46,01-645,GUATEMALA,VILLA CANALES,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DORIS LEONOR ZUNUN CARRERA,3A. CALLE 3-37 ZONA 1 BOCA DEL MONTE GUATEMALA,42084839,NO DISPONIBLE,NO DISPONIBLE,ALBA MARICELA JOR PORTILLO,EVERTH ALEXANDER MORALES OCHOA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0140-46,01-217,GUATEMALA,VILLA CANALES,COLEGIO ELI,"KM 16.5 CARRETERA A VILLA CANALES, LOTE 30 MANZANA A CONDOMINIO VILLAS DEL SUR GUATEMALA",66691550,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,DORIS ISABEL OLIVA ALDANA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0142-46,01-217,GUATEMALA,VILLA CANALES,COLEGIO ELI,"KM 16.5 CARRETERA A VILLA CANALES, LOTE 30 MANZANA A CONDOMINIO VILLAS DEL SUR GUATEMALA",66691550,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,DORIS ISABEL OLIVA ALDANA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0143-46,01-217,GUATEMALA,VILLA CANALES,INSTITUTO TECNOLOGICO MUNICIPAL,3A. CALLE 1-43 ZONA 2 GUATEMALA,63358181,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,BRENDA CORINA LOPEZ SERRANO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0144-46,01-217,GUATEMALA,VILLA CANALES,INSTITUTO TECNOLOGICO MUNICIPAL,3A. CALLE 1-43 ZONA 2 GUATEMALA,63358181,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,MARIA DE LOS ANGELES TOT GONZALEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0145-46,01-217,GUATEMALA,VILLA CANALES,INSTITUTO TECNOLOGICO MUNICIPAL,3A. CALLE 1-43 ZONA 2 GUATEMALA,63358181,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,MARIA DE LOS ANGELES TOT GONZALEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0146-46,01-217,GUATEMALA,VILLA CANALES,INSTITUTO TECNOLOGICO MUNICIPAL,3A. CALLE 1-43 ZONA 2 GUATEMALA,66358181,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,BRENDA CORINA LOPEZ SERRANO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0150-46,01-217,GUATEMALA,VILLA CANALES,COLEGIO TECNICO SUIZO,2A. CALLE 1-38 ZONA 1 GUATEMALA,53894435,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,"BRAYAN O""NELL GAITAN RODRIGUEZ",DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0151-46,01-217,GUATEMALA,VILLA CANALES,COLEGIO TECNICO SUIZO,2A. CALLE 1-38 ZONA 1 GUATEMALA,53894435,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,BRYAN O`NELL GAITAN RODRIGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0153-46,01-625,GUATEMALA,VILLA CANALES,COLEGIO TECNOLOGICO CANALENO,1RA. AVENIDA 2-99 ZONA 1  VILLA CANALES GUATEMALA,42170461,NO DISPONIBLE,NO DISPONIBLE,BRYAN ONELL GAITAN RODRIGUEZ,GENCIS YOHANA SOLIS ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0158-46,01-217,GUATEMALA,VILLA CANALES,LICEO MONTEALTO,"1A. AVENIDA ""D"" 7-37 COLONIA LA JOYA ZONA 3 ALDEA BOCA DEL MONTE",24480895,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,DALILA NOEMI VANEGAS GONZALEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0163-46,01-625,GUATEMALA,VILLA CANALES,COLEGIO DE INFORMATICA AVANZADA COMPUCEIC,6A. CALLE  2-35 ZONA 1 BOCA DEL MONTE GUATEMALA,24496307,NO DISPONIBLE,NO DISPONIBLE,BRYAN ONELL GAITAN RODRIGUEZ,IRIS MARIA GALVEZ CHACON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0164-46,01-625,GUATEMALA,VILLA CANALES,COLEGIO DE INFORMATICA AVANZADA COMPUCEIC,6A CALLE 2-35 ZONA 1  BOCA DEL MONTE GUATEMALA,24496307,NO DISPONIBLE,NO DISPONIBLE,BRYAN ONELL GAITAN RODRIGUEZ,IRIS MARIA GALVEZ CHACON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0170-46,01-405,GUATEMALA,VILLA CANALES,COLEGIO MIXTO SANTA ELENA DEL SUR,6A. AVENIDA 3-29 ZONA 1 ALDEA SANTA ELENA BARILLAS,66324319,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,JUAN FRANCISCO PINEDA ALFARO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA ORIENTE
01-16-0173-46,01-405,GUATEMALA,VILLA CANALES,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,1A. AVENIDA 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,WILMAN ANTONIO GALINDO LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA ORIENTE
01-16-0175-46,01-405,GUATEMALA,VILLA CANALES,CENTRO EDUCATIVO INTEGRAL COMPUTARIZADO,6A. CALLE 2-35 ZONA 1 BOCA DEL MONTE,24496307,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,IRIS MARIA GALVEZ CHACON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA ORIENTE
01-16-0177-46,01-405,GUATEMALA,VILLA CANALES,COLEGIO INTEGRAL CANALENO DR. JUAN JOSE AREVALO BERMEJO,3A. AVENIDA 2-09 ZONA 1,66350259,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,CELIA IRACEMA REYES CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA ORIENTE
01-16-0179-46,01-405,GUATEMALA,VILLA CANALES,COLEGIO CARLOS ENRIQUE PEREZ RAMIREZ,"2A. CALLE ""A"" 4-41 ZONA 1 BOCA DEL MONTE",24480556,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,RAUL EMILIO PEREZ PINTO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA ORIENTE
01-16-0181-46,01-405,GUATEMALA,VILLA CANALES,LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH,2A. CALLE 3-61 ZONA 1 ALDEA BOCA DEL MONTE,24480907,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,NIDIA MARLENI GONZALEZ REYES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA ORIENTE
01-16-0182-46,01-205,GUATEMALA,VILLA CANALES,COLEGIO MIXTO SANTA ELENA DEL SUR,6A. AVENIDA 3-29 ZONA 1 SANTA ELENA BARILLAS,66272699,NO DISPONIBLE,NO DISPONIBLE,MARTA LISBETH CUMATZ RAMIREZ,JUAN FRANCISCO PINEDA ALFARO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-2142-46,01-205,GUATEMALA,VILLA CANALES,ESCUELA NACIONAL DE CIENCIAS COMERCIALES AMERICA,3A AVE. 7-27 ZONA 1,66350205,NO DISPONIBLE,NO DISPONIBLE,MARTA LISBETH CUMATZ RAMIREZ,CARLOS FRANCISCO MEJIA CEBALLOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-4197-46,01-217,GUATEMALA,VILLA CANALES,LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH,"2A. CALLE 3-61 ZONA 1, BOCA DEL MONTE",24480907,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,NERY SOLARES MELGAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-6315-46,01-405,GUATEMALA,VILLA CANALES,COLEGIO MIXTO INTEGRAL CANALENO DR. JUAN JOSE AREVALO B,3A. AVENIDA 2-09 ZONA 1,66350259,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,CELIA IRACEMA REYES CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-6794-46,01-205,GUATEMALA,VILLA CANALES,COLEGIO INTEGRAL CANALENO DR. JUAN JOSE AREVALO BERMEJO,3A. AVE. 2-09 VILLA CANALES,66350259,NO DISPONIBLE,NO DISPONIBLE,MARTA LISBETH CUMATZ RAMIREZ,CELIA IRACEMA REYES CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8122-46,01-625,GUATEMALA,VILLA CANALES,COLEGIO PRIVADO SAN JOSE DE LA ENCARNACION,KM. 23.5 CARRETERA A SAN JOSE EL TABLON,66350324,NO DISPONIBLE,NO DISPONIBLE,BRYAN ONELL GAITAN RODRIGUEZ,MARIA DEL CARMEN GUARDADO MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8485-46,01-625,GUATEMALA,VILLA CANALES,COLEGIO DESARROLLO DEL POTENCIAL INTELECTUAL VILLAGE,FINCA LABOR DEL ROSARIO KM. 25.5 CARRETERA AL SALVADOR,66436300,NO DISPONIBLE,NO DISPONIBLE,BRYAN ONELL GAITAN RODRIGUEZ,JULIA VERONICA PELLECER RODRIGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8748-46,01-217,GUATEMALA,VILLA CANALES,LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH,2A. CALLE 3-61 ZONA 1 ALDEA BOCA DEL MONTE,24480907,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,NERY SOLARES MELGAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8814-46,01-510,GUATEMALA,VILLA CANALES,COLEGIO BENEDICTINO DE GUATEMALA,1A. AVENIDA 5-77 ZONA 2 ALDEA BOCA DEL MONTE,24428480,NO DISPONIBLE,NO DISPONIBLE,ZOILA ESPERANZA CAMEY ATZ,ELFEGO URIEL ARREAGA PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8866-46,01-217,GUATEMALA,VILLA CANALES,LICEO CENTROAMERICANO BOCA DEL MONTE,1A. CALLE 2-60 ZONA 1 BOCA DEL MONTE,24480821,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,ALBERTO ANDRES MARTINEZ MUJ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8871-46,01-405,GUATEMALA,VILLA CANALES,LICEO CENTROAMERICANO BOCA DEL MONTE,1A. CALLE 2-60 ZONA 1 BOCA DEL MONTE,44303549,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,ALBERTO ANDRES MARTINEZ MUJ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-8872-46,01-405,GUATEMALA,VILLA CANALES,LICEO CENTROAMERICANO BOCA DEL MONTE,1A. CALLE 2-60 ZONA 1 BOCA DEL MONTE,44303549,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,ALBERTO ANDRES MARTINEZ MUJ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-9001-46,01-405,GUATEMALA,VILLA CANALES,LICEO MIXTO QUIRIGUA,"CASA 5-I, COLONIA PANORAMA DEL VALLE",51601150,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,PABLO DANIEL GONZALEZ BARRIOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-9657-46,01-625,GUATEMALA,VILLA CANALES,LICEO SANTA MARIA,"4A. CALLE 3-32 ZONA 1, BOCA DEL MONTE",50090000,NO DISPONIBLE,NO DISPONIBLE,BRYAN ONELL GAITAN RODRIGUEZ,LUIS ENRIQUE REYES ROJAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-9700-46,01-625,GUATEMALA,VILLA CANALES,LICEO DEL SUR,5A. CALLE 2-80 ZONA 1 ALDEA BOCA DEL MONTE,66272688,NO DISPONIBLE,NO DISPONIBLE,BRYAN ONELL GAITAN RODRIGUEZ,ILEANA GRISELDA ELIAS ALVARADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-9734-46,01-217,GUATEMALA,VILLA CANALES,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,1A. AVENIDA 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,NO DISPONIBLE,NO DISPONIBLE,CARLOS ANIBAL LOPEZ,WILMAN ANTONIO GALINDO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-9736-46,01-405,GUATEMALA,VILLA CANALES,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,1A. AVENIDA 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,NO DISPONIBLE,NO DISPONIBLE,BLANCA SARAI GUTIERREZ PINEDA,WILMAN ANTONIO GALINDO LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-17-0017-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO INTEGRAL GUATEMALTECO,"3A. CALLE 4-51, ZONA 6 COLONIA LOS ALAMOS",24481204,NO DISPONIBLE,NO DISPONIBLE,ALFREDO NOHELI TEMAJ MORALES,EVA LETICIA MOTO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0020-46,01-641,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO INTEGRAL GUATEMALTECO,"3A. CALLE 4-51, ZONA 6 COLONIA LOS ALAMOS",44710600,NO DISPONIBLE,NO DISPONIBLE,MILTON ALONSO ALVAREZ FUENTES,EVA LETICIA MOTO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0027-46,01-641,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO PREUNIVERSITARIO DEL SUR DOMINGO DE GUZMAN,"1A. AVENIDA 2-71 ZONA 4, SANTA INÉS",41867474,NO DISPONIBLE,NO DISPONIBLE,MILTON ALONSO ALVAREZ FUENTES,FRANCISCO RUBEN TOCA LETONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0048-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CALZADA DR. RAFAEL MORALES 1RA. AVENIDA A 1-25 ZONA 1,54114838,NO DISPONIBLE,NO DISPONIBLE,GRELDER ARCELI AGUILAR AVILA,ROCIO ANABELLA ARGUETA LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0056-46,01-631,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO EN COMPUTACION EL BUEN CAMINO,"2A. CALLE 10-06 VALLES I, ZONA 11",66316457,NO DISPONIBLE,NO DISPONIBLE,ROSA MELIA ROQUE COLINDRES,ISAIAS OBED RAMIREZ VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0081-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO BERTRAND RUSSELL,"LOTE 1, MANZANA A, SECTOR 2, VILLA HERMOSA II",24482194,NO DISPONIBLE,NO DISPONIBLE,ALFREDO NOHELI TEMAJ MORALES,DEIVIS RAUL DE LEON MELGAREJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0095-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO CRISTIANO NUEVA JERUSALEN II,LOTE 32 MANZANA B SECTOR 10 PRADOS DE VILLA HERMOSA,52557587,NO DISPONIBLE,NO DISPONIBLE,GRELDER ARCELI AGUILAR AVILA,CESAR AUGUSTO BALCARCEL ESCALANTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0102-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO CRISTIANO VERBO LOS ALAMOS,0 AVE. 5-73 ZONA 6 COLONIA LOS ALAMOS,24806270,NO DISPONIBLE,NO DISPONIBLE,ALFREDO NOHELI TEMAJ MORALES,CAROL VIVIANA SALVATIERRA RUSTRIAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0105-46,01-631,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO INTEGRAL AMERICANO,7A. AVENIDA 0-80 RIVERA DEL RIO ZONA 13,24902100,NO DISPONIBLE,NO DISPONIBLE,ROSA MELIA ROQUE COLINDRES,CIDAR ISRAEL SILVA CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0108-46,01-411,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO BERTRAND RUSSELL,"LOTE 1, MANZANA A, SECTOR II, VILLA HERMOSA II",24482194,NO DISPONIBLE,NO DISPONIBLE,JUAN ENRIQUE MARTINEZ SOLANO,NANCY MIRTALA ELVIRA ROCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
